invoice_no,date,workshop,vehicle_id,plate,make_model,odometer_km,kind,subtotal,vat,total,pdf_file
INV-09166010,2023-04-13,מוסך צי צפון (בדיקה),VH-55,36-834-53,Hyundai i10,9526,routine,735.1,124.97,860.07,INV-09166010_VH-55.pdf
INV-90018513,2023-03-27,יואב חשמל ופנסים (בדיקה),VH-55,36-834-53,Hyundai i10,10343,routine,863.72,146.83,1010.55,INV-90018513_VH-55.pdf
INV-30848100,2023-11-11,יואב חשמל ופנסים (בדיקה),VH-55,36-834-53,Hyundai i10,11518,routine,698.38,118.72,817.1,INV-30848100_VH-55.pdf
INV-03662543,2023-05-26,מוסך צי צפון (בדיקה),VH-55,36-834-53,Hyundai i10,13154,routine,723.08,122.92,846.0,INV-03662543_VH-55.pdf
INV-13145195,2023-04-26,מוסך המרכז (בדיקה),VH-55,36-834-53,Hyundai i10,14000,routine,878.89,149.41,1028.3,INV-13145195_VH-55.pdf
INV-85926249,2024-09-11,יוסי צמיגים ופרונט (בדיקה),VH-55,36-834-53,Hyundai i10,14855,routine,551.82,93.81,645.63,INV-85926249_VH-55.pdf
INV-10225267,2024-11-08,מוסך צי צפון (בדיקה),VH-55,36-834-53,Hyundai i10,16513,routine,797.5,135.58,933.08,INV-10225267_VH-55.pdf
INV-52265576,2023-10-13,עובד חלפים מקוריים (בדיקה),VH-55,36-834-53,Hyundai i10,17332,tires,2631.24,447.31,3078.55,INV-52265576_VH-55.pdf
INV-66878878,2024-10-31,יואב חשמל ופנסים (בדיקה),VH-55,36-834-53,Hyundai i10,18978,lights,311.6,52.97,364.57,INV-66878878_VH-55.pdf
INV-35030587,2023-08-13,יוסי צמיגים ופרונט (בדיקה),VH-55,36-834-53,Hyundai i10,20392,spark_plugs,968.92,164.72,1133.64,INV-35030587_VH-55.pdf
INV-86333021,2023-05-23,עובד חלפים מקוריים (בדיקה),VH-56,42-966-16,Toyota Corolla,5781,routine,790.77,134.43,925.2,INV-86333021_VH-56.pdf
INV-19179202,2024-03-10,יוסי צמיגים ופרונט (בדיקה),VH-56,42-966-16,Toyota Corolla,6894,routine,567.83,96.53,664.36,INV-19179202_VH-56.pdf
INV-72847657,2024-03-02,מוסך העיר (בדיקה),VH-56,42-966-16,Toyota Corolla,9173,routine,607.98,103.36,711.34,INV-72847657_VH-56.pdf
INV-28206678,2023-03-03,יואב חשמל ופנסים (בדיקה),VH-56,42-966-16,Toyota Corolla,10250,routine,962.1,163.56,1125.66,INV-28206678_VH-56.pdf
INV-41862369,2023-08-21,עובד חלפים מקוריים (בדיקה),VH-56,42-966-16,Toyota Corolla,12801,routine,808.55,137.45,946.0,INV-41862369_VH-56.pdf
INV-77566205,2024-09-11,מוסך העיר (בדיקה),VH-56,42-966-16,Toyota Corolla,15164,routine,521.29,88.62,609.91,INV-77566205_VH-56.pdf
INV-50342811,2024-01-07,יוסי צמיגים ופרונט (בדיקה),VH-56,42-966-16,Toyota Corolla,17465,routine,1041.86,177.12,1218.98,INV-50342811_VH-56.pdf
INV-03419909,2024-07-18,יואב חשמל ופנסים (בדיקה),VH-56,42-966-16,Toyota Corolla,19535,routine,568.83,96.7,665.53,INV-03419909_VH-56.pdf
INV-46835652,2023-11-13,יוסי צמיגים ופרונט (בדיקה),VH-56,42-966-16,Toyota Corolla,22166,routine,595.99,101.32,697.31,INV-46835652_VH-56.pdf
INV-67904227,2023-06-03,יוסי צמיגים ופרונט (בדיקה),VH-56,42-966-16,Toyota Corolla,23229,tires,1606.12,273.04,1879.16,INV-67904227_VH-56.pdf
INV-28898572,2023-05-25,עובד חלפים מקוריים (בדיקה),VH-56,42-966-16,Toyota Corolla,25513,lights,387.33,65.85,453.18,INV-28898572_VH-56.pdf
INV-39912971,2024-11-30,עובד חלפים מקוריים (בדיקה),VH-56,42-966-16,Toyota Corolla,27172,spark_plugs,895.53,152.24,1047.77,INV-39912971_VH-56.pdf
INV-42149551,2023-04-07,מוסך צי צפון (בדיקה),VH-57,10-441-26,Mazda 3,1888,routine,696.36,118.38,814.74,INV-42149551_VH-57.pdf
INV-21970546,2023-09-20,מוסך צי צפון (בדיקה),VH-57,10-441-26,Mazda 3,3963,routine,818.25,139.1,957.35,INV-21970546_VH-57.pdf
INV-55168740,2024-01-11,מוסך צי צפון (בדיקה),VH-57,10-441-26,Mazda 3,6354,routine,1049.78,178.46,1228.24,INV-55168740_VH-57.pdf
INV-14629613,2024-07-28,יואב חשמל ופנסים (בדיקה),VH-57,10-441-26,Mazda 3,7622,routine,494.9,84.13,579.03,INV-14629613_VH-57.pdf
INV-71121663,2024-04-24,מוסך צי צפון (בדיקה),VH-57,10-441-26,Mazda 3,9509,routine,798.79,135.79,934.58,INV-71121663_VH-57.pdf
INV-71470827,2024-05-12,מוסך העיר (בדיקה),VH-57,10-441-26,Mazda 3,11668,routine,562.41,95.61,658.02,INV-71470827_VH-57.pdf
INV-56730306,2024-01-25,מוסך העיר (בדיקה),VH-57,10-441-26,Mazda 3,14208,routine,484.62,82.39,567.01,INV-56730306_VH-57.pdf
INV-76834201,2023-10-08,יוסי צמיגים ופרונט (בדיקה),VH-57,10-441-26,Mazda 3,15357,routine,978.53,166.35,1144.88,INV-76834201_VH-57.pdf
INV-82659608,2024-03-05,יוסי צמיגים ופרונט (בדיקה),VH-57,10-441-26,Mazda 3,17157,tires,2489.57,423.23,2912.8,INV-82659608_VH-57.pdf
INV-72751648,2023-11-21,יואב חשמל ופנסים (בדיקה),VH-57,10-441-26,Mazda 3,18197,lights,562.96,95.7,658.66,INV-72751648_VH-57.pdf
INV-10336829,2024-10-16,יוסי צמיגים ופרונט (בדיקה),VH-57,10-441-26,Mazda 3,20791,spark_plugs,917.53,155.98,1073.51,INV-10336829_VH-57.pdf
INV-04481776,2023-01-15,מוסך העיר (בדיקה),VH-58,80-822-64,Ford Transit,5779,routine,755.34,128.41,883.75,INV-04481776_VH-58.pdf
INV-76528928,2023-12-10,מוסך העיר (בדיקה),VH-58,80-822-64,Ford Transit,8108,routine,628.58,106.86,735.44,INV-76528928_VH-58.pdf
INV-91111096,2024-03-23,מוסך המרכז (בדיקה),VH-58,80-822-64,Ford Transit,9471,routine,926.45,157.5,1083.95,INV-91111096_VH-58.pdf
INV-90463378,2023-04-13,מוסך העיר (בדיקה),VH-58,80-822-64,Ford Transit,11076,routine,863.53,146.8,1010.33,INV-90463378_VH-58.pdf
INV-60538444,2023-12-26,יוסי צמיגים ופרונט (בדיקה),VH-58,80-822-64,Ford Transit,12634,routine,900.53,153.09,1053.62,INV-60538444_VH-58.pdf
INV-60002589,2023-09-05,מוסך המרכז (בדיקה),VH-58,80-822-64,Ford Transit,14924,routine,585.29,99.5,684.79,INV-60002589_VH-58.pdf
INV-39609626,2023-09-05,מוסך צי צפון (בדיקה),VH-58,80-822-64,Ford Transit,17324,routine,1154.52,196.27,1350.79,INV-39609626_VH-58.pdf
INV-28196482,2023-06-12,מוסך העיר (בדיקה),VH-58,80-822-64,Ford Transit,18609,routine,661.58,112.47,774.05,INV-28196482_VH-58.pdf
INV-20981960,2023-01-12,מוסך צי צפון (בדיקה),VH-58,80-822-64,Ford Transit,20703,routine,903.24,153.55,1056.79,INV-20981960_VH-58.pdf
INV-34383640,2024-01-02,מוסך המרכז (בדיקה),VH-58,80-822-64,Ford Transit,22001,routine,630.84,107.24,738.08,INV-34383640_VH-58.pdf
INV-91124421,2023-04-16,עובד חלפים מקוריים (בדיקה),VH-58,80-822-64,Ford Transit,23106,tires,2044.2,347.51,2391.71,INV-91124421_VH-58.pdf
INV-71366572,2023-01-23,יואב חשמל ופנסים (בדיקה),VH-58,80-822-64,Ford Transit,24665,lights,290.94,49.46,340.4,INV-71366572_VH-58.pdf
INV-55799802,2023-02-02,יוסי צמיגים ופרונט (בדיקה),VH-58,80-822-64,Ford Transit,25779,spark_plugs,746.42,126.89,873.31,INV-55799802_VH-58.pdf
INV-23513052,2024-07-02,יוסי צמיגים ופרונט (בדיקה),VH-59,98-252-79,Toyota Corolla,2729,routine,687.72,116.91,804.63,INV-23513052_VH-59.pdf
INV-15847768,2023-10-08,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,4252,routine,753.64,128.12,881.76,INV-15847768_VH-59.pdf
INV-94237676,2023-10-15,יואב חשמל ופנסים (בדיקה),VH-59,98-252-79,Toyota Corolla,5597,routine,696.82,118.46,815.28,INV-94237676_VH-59.pdf
INV-95517208,2024-09-13,יוסי צמיגים ופרונט (בדיקה),VH-59,98-252-79,Toyota Corolla,7546,routine,758.31,128.91,887.22,INV-95517208_VH-59.pdf
INV-12562531,2024-06-27,מוסך המרכז (בדיקה),VH-59,98-252-79,Toyota Corolla,9437,routine,585.93,99.61,685.54,INV-12562531_VH-59.pdf
INV-05379538,2023-05-06,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,11181,routine,469.37,79.79,549.16,INV-05379538_VH-59.pdf
INV-91966553,2023-04-16,יואב חשמל ופנסים (בדיקה),VH-59,98-252-79,Toyota Corolla,12850,routine,882.1,149.96,1032.06,INV-91966553_VH-59.pdf
INV-29596390,2024-03-07,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,14234,routine,672.55,114.33,786.88,INV-29596390_VH-59.pdf
INV-60880501,2024-04-17,יוסי צמיגים ופרונט (בדיקה),VH-59,98-252-79,Toyota Corolla,15631,routine,741.71,126.09,867.8,INV-60880501_VH-59.pdf
INV-61857906,2023-10-09,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,18179,routine,753.58,128.11,881.69,INV-61857906_VH-59.pdf
INV-10300215,2024-01-18,מוסך צי צפון (בדיקה),VH-59,98-252-79,Toyota Corolla,21068,tires,3544.44,602.55,4146.99,INV-10300215_VH-59.pdf
INV-04010414,2024-07-04,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,24053,lights,446.46,75.9,522.36,INV-04010414_VH-59.pdf
INV-97125296,2023-06-24,עובד חלפים מקוריים (בדיקה),VH-59,98-252-79,Toyota Corolla,26918,spark_plugs,767.44,130.46,897.9,INV-97125296_VH-59.pdf
INV-73144158,2024-05-16,מוסך המרכז (בדיקה),VH-60,26-142-49,Kia Niro,5151,routine,847.07,144.0,991.07,INV-73144158_VH-60.pdf
INV-03037637,2023-03-21,יואב חשמל ופנסים (בדיקה),VH-60,26-142-49,Kia Niro,7902,routine,561.79,95.5,657.29,INV-03037637_VH-60.pdf
INV-47281235,2024-06-10,מוסך העיר (בדיקה),VH-60,26-142-49,Kia Niro,10289,routine,784.97,133.44,918.41,INV-47281235_VH-60.pdf
INV-62491271,2024-02-14,יואב חשמל ופנסים (בדיקה),VH-60,26-142-49,Kia Niro,11484,routine,725.91,123.4,849.31,INV-62491271_VH-60.pdf
INV-87541815,2023-10-01,יואב חשמל ופנסים (בדיקה),VH-60,26-142-49,Kia Niro,13381,routine,583.47,99.19,682.66,INV-87541815_VH-60.pdf
INV-51066343,2023-12-08,מוסך העיר (בדיקה),VH-60,26-142-49,Kia Niro,15218,routine,608.18,103.39,711.57,INV-51066343_VH-60.pdf
INV-03131009,2024-06-15,מוסך צי צפון (בדיקה),VH-60,26-142-49,Kia Niro,16483,routine,561.93,95.53,657.46,INV-03131009_VH-60.pdf
INV-66134732,2024-09-27,יואב חשמל ופנסים (בדיקה),VH-60,26-142-49,Kia Niro,18793,routine,840.62,142.91,983.53,INV-66134732_VH-60.pdf
INV-28974325,2023-10-22,מוסך העיר (בדיקה),VH-60,26-142-49,Kia Niro,19875,routine,838.17,142.49,980.66,INV-28974325_VH-60.pdf
INV-50241209,2024-11-13,מוסך צי צפון (בדיקה),VH-60,26-142-49,Kia Niro,21769,tires,2639.97,448.79,3088.76,INV-50241209_VH-60.pdf
INV-43882211,2023-01-18,יואב חשמל ופנסים (בדיקה),VH-60,26-142-49,Kia Niro,23823,lights,384.94,65.44,450.38,INV-43882211_VH-60.pdf
INV-45705458,2023-09-21,מוסך צי צפון (בדיקה),VH-60,26-142-49,Kia Niro,26043,spark_plugs,1139.84,193.77,1333.61,INV-45705458_VH-60.pdf
INV-26325703,2024-06-15,עובד חלפים מקוריים (בדיקה),VH-61,97-355-95,Toyota Corolla,3795,routine,897.39,152.56,1049.95,INV-26325703_VH-61.pdf
INV-61487824,2023-04-02,יואב חשמל ופנסים (בדיקה),VH-61,97-355-95,Toyota Corolla,6331,routine,619.38,105.29,724.67,INV-61487824_VH-61.pdf
INV-09859167,2024-03-03,מוסך העיר (בדיקה),VH-61,97-355-95,Toyota Corolla,7864,routine,728.88,123.91,852.79,INV-09859167_VH-61.pdf
INV-27284982,2023-01-09,יוסי צמיגים ופרונט (בדיקה),VH-61,97-355-95,Toyota Corolla,10410,routine,829.84,141.07,970.91,INV-27284982_VH-61.pdf
INV-91074065,2024-04-09,יוסי צמיגים ופרונט (בדיקה),VH-61,97-355-95,Toyota Corolla,11792,routine,547.81,93.13,640.94,INV-91074065_VH-61.pdf
INV-82142369,2023-10-18,עובד חלפים מקוריים (בדיקה),VH-61,97-355-95,Toyota Corolla,13909,routine,733.52,124.7,858.22,INV-82142369_VH-61.pdf
INV-66144942,2023-09-12,עובד חלפים מקוריים (בדיקה),VH-61,97-355-95,Toyota Corolla,15979,routine,842.7,143.26,985.96,INV-66144942_VH-61.pdf
INV-42683441,2023-05-23,מוסך העיר (בדיקה),VH-61,97-355-95,Toyota Corolla,18264,routine,884.35,150.34,1034.69,INV-42683441_VH-61.pdf
INV-87585756,2024-03-23,יואב חשמל ופנסים (בדיקה),VH-61,97-355-95,Toyota Corolla,19447,tires,2572.56,437.34,3009.9,INV-87585756_VH-61.pdf
INV-29439852,2024-03-07,יואב חשמל ופנסים (בדיקה),VH-61,97-355-95,Toyota Corolla,20617,lights,531.29,90.32,621.61,INV-29439852_VH-61.pdf
INV-07870104,2023-05-09,יואב חשמל ופנסים (בדיקה),VH-61,97-355-95,Toyota Corolla,22303,spark_plugs,952.99,162.01,1115.0,INV-07870104_VH-61.pdf
INV-01980382,2024-08-02,עובד חלפים מקוריים (בדיקה),VH-62,40-985-30,Chevrolet Spark,2662,routine,661.16,112.4,773.56,INV-01980382_VH-62.pdf
INV-40793110,2024-10-17,מוסך המרכז (בדיקה),VH-62,40-985-30,Chevrolet Spark,3644,routine,585.17,99.48,684.65,INV-40793110_VH-62.pdf
INV-87601467,2023-07-29,יואב חשמל ופנסים (בדיקה),VH-62,40-985-30,Chevrolet Spark,4810,routine,775.6,131.85,907.45,INV-87601467_VH-62.pdf
INV-91620223,2023-09-24,מוסך העיר (בדיקה),VH-62,40-985-30,Chevrolet Spark,6196,routine,898.39,152.73,1051.12,INV-91620223_VH-62.pdf
INV-19754661,2024-05-06,מוסך צי צפון (בדיקה),VH-62,40-985-30,Chevrolet Spark,7166,routine,643.96,109.47,753.43,INV-19754661_VH-62.pdf
INV-09409705,2024-04-13,עובד חלפים מקוריים (בדיקה),VH-62,40-985-30,Chevrolet Spark,8428,routine,726.73,123.54,850.27,INV-09409705_VH-62.pdf
INV-83586812,2023-01-10,עובד חלפים מקוריים (בדיקה),VH-62,40-985-30,Chevrolet Spark,9471,routine,677.03,115.1,792.13,INV-83586812_VH-62.pdf
INV-24461767,2024-04-15,עובד חלפים מקוריים (בדיקה),VH-62,40-985-30,Chevrolet Spark,11046,routine,1008.92,171.52,1180.44,INV-24461767_VH-62.pdf
INV-59959961,2023-09-23,עובד חלפים מקוריים (בדיקה),VH-62,40-985-30,Chevrolet Spark,11846,tires,1812.32,308.09,2120.41,INV-59959961_VH-62.pdf
INV-33126610,2024-11-26,יואב חשמל ופנסים (בדיקה),VH-62,40-985-30,Chevrolet Spark,13015,lights,499.81,84.97,584.78,INV-33126610_VH-62.pdf
INV-02517629,2024-09-13,יואב חשמל ופנסים (בדיקה),VH-62,40-985-30,Chevrolet Spark,14348,spark_plugs,836.11,142.14,978.25,INV-02517629_VH-62.pdf
INV-68319013,2023-08-19,עובד חלפים מקוריים (בדיקה),VH-63,32-854-52,Chevrolet Spark,1978,routine,407.94,69.35,477.29,INV-68319013_VH-63.pdf
INV-52873397,2024-08-04,מוסך צי צפון (בדיקה),VH-63,32-854-52,Chevrolet Spark,3911,routine,1094.82,186.12,1280.94,INV-52873397_VH-63.pdf
INV-61912841,2023-03-10,יואב חשמל ופנסים (בדיקה),VH-63,32-854-52,Chevrolet Spark,5277,routine,729.58,124.03,853.61,INV-61912841_VH-63.pdf
INV-44651241,2023-01-24,עובד חלפים מקוריים (בדיקה),VH-63,32-854-52,Chevrolet Spark,7154,routine,606.15,103.05,709.2,INV-44651241_VH-63.pdf
INV-08197400,2024-05-27,מוסך העיר (בדיקה),VH-63,32-854-52,Chevrolet Spark,8483,routine,665.81,113.19,779.0,INV-08197400_VH-63.pdf
INV-50371990,2023-05-23,יוסי צמיגים ופרונט (בדיקה),VH-63,32-854-52,Chevrolet Spark,10004,routine,546.86,92.97,639.83,INV-50371990_VH-63.pdf
INV-72401078,2024-09-19,מוסך המרכז (בדיקה),VH-63,32-854-52,Chevrolet Spark,11967,routine,558.66,94.97,653.63,INV-72401078_VH-63.pdf
INV-38960870,2023-01-22,יואב חשמל ופנסים (בדיקה),VH-63,32-854-52,Chevrolet Spark,12812,routine,498.12,84.68,582.8,INV-38960870_VH-63.pdf
INV-71955356,2024-03-13,מוסך המרכז (בדיקה),VH-63,32-854-52,Chevrolet Spark,13802,routine,759.6,129.13,888.73,INV-71955356_VH-63.pdf
INV-89003010,2023-08-21,יוסי צמיגים ופרונט (בדיקה),VH-63,32-854-52,Chevrolet Spark,15584,routine,527.51,89.68,617.19,INV-89003010_VH-63.pdf
INV-29671114,2023-09-08,עובד חלפים מקוריים (בדיקה),VH-63,32-854-52,Chevrolet Spark,17691,tires,3295.36,560.21,3855.57,INV-29671114_VH-63.pdf
INV-45843845,2023-08-14,מוסך העיר (בדיקה),VH-63,32-854-52,Chevrolet Spark,19078,lights,393.95,66.97,460.92,INV-45843845_VH-63.pdf
INV-13283483,2024-09-28,יואב חשמל ופנסים (בדיקה),VH-63,32-854-52,Chevrolet Spark,20520,spark_plugs,861.92,146.53,1008.45,INV-13283483_VH-63.pdf
INV-10704496,2024-03-26,יואב חשמל ופנסים (בדיקה),VH-64,30-906-99,Toyota Corolla,5413,routine,693.97,117.97,811.94,INV-10704496_VH-64.pdf
INV-66703362,2024-01-29,מוסך העיר (בדיקה),VH-64,30-906-99,Toyota Corolla,6909,routine,841.76,143.1,984.86,INV-66703362_VH-64.pdf
INV-95493059,2024-07-08,יוסי צמיגים ופרונט (בדיקה),VH-64,30-906-99,Toyota Corolla,10539,routine,829.66,141.04,970.7,INV-95493059_VH-64.pdf
INV-48769984,2023-02-28,מוסך המרכז (בדיקה),VH-64,30-906-99,Toyota Corolla,13277,routine,615.77,104.68,720.45,INV-48769984_VH-64.pdf
INV-41384596,2023-05-16,יואב חשמל ופנסים (בדיקה),VH-64,30-906-99,Toyota Corolla,15381,routine,478.61,81.36,559.97,INV-41384596_VH-64.pdf
INV-49542770,2024-10-30,עובד חלפים מקוריים (בדיקה),VH-64,30-906-99,Toyota Corolla,16862,routine,1123.53,191.0,1314.53,INV-49542770_VH-64.pdf
INV-09149851,2024-10-15,מוסך צי צפון (בדיקה),VH-64,30-906-99,Toyota Corolla,18820,routine,1027.2,174.62,1201.82,INV-09149851_VH-64.pdf
INV-22903102,2024-05-21,עובד חלפים מקוריים (בדיקה),VH-64,30-906-99,Toyota Corolla,20801,routine,673.02,114.41,787.43,INV-22903102_VH-64.pdf
INV-44058093,2023-03-04,יואב חשמל ופנסים (בדיקה),VH-64,30-906-99,Toyota Corolla,24465,tires,2275.38,386.81,2662.19,INV-44058093_VH-64.pdf
INV-61642059,2023-11-30,יואב חשמל ופנסים (בדיקה),VH-64,30-906-99,Toyota Corolla,27243,lights,421.06,71.58,492.64,INV-61642059_VH-64.pdf
INV-25042901,2023-10-29,יוסי צמיגים ופרונט (בדיקה),VH-64,30-906-99,Toyota Corolla,30140,spark_plugs,954.59,162.28,1116.87,INV-25042901_VH-64.pdf
INV-36902611,2024-08-18,מוסך העיר (בדיקה),VH-65,38-304-68,Kia Niro,5451,routine,1030.23,175.14,1205.37,INV-36902611_VH-65.pdf
INV-81809788,2024-10-07,מוסך העיר (בדיקה),VH-65,38-304-68,Kia Niro,7690,routine,1051.48,178.75,1230.23,INV-81809788_VH-65.pdf
INV-53751376,2023-09-07,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,9120,routine,735.29,125.0,860.29,INV-53751376_VH-65.pdf
INV-76392836,2024-10-31,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,11147,routine,830.67,141.21,971.88,INV-76392836_VH-65.pdf
INV-66829732,2023-12-16,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,12371,routine,651.97,110.83,762.8,INV-66829732_VH-65.pdf
INV-12060212,2024-07-21,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,14933,routine,859.86,146.18,1006.04,INV-12060212_VH-65.pdf
INV-83415599,2023-12-29,מוסך צי צפון (בדיקה),VH-65,38-304-68,Kia Niro,16626,routine,541.9,92.12,634.02,INV-83415599_VH-65.pdf
INV-76472298,2023-12-30,מוסך המרכז (בדיקה),VH-65,38-304-68,Kia Niro,19156,routine,755.18,128.38,883.56,INV-76472298_VH-65.pdf
INV-57289413,2024-11-21,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,20933,routine,904.47,153.76,1058.23,INV-57289413_VH-65.pdf
INV-64565220,2024-08-16,מוסך העיר (בדיקה),VH-65,38-304-68,Kia Niro,23354,routine,1200.51,204.09,1404.6,INV-64565220_VH-65.pdf
INV-51542144,2024-08-11,עובד חלפים מקוריים (בדיקה),VH-65,38-304-68,Kia Niro,25833,tires,2446.08,415.83,2861.91,INV-51542144_VH-65.pdf
INV-34213882,2024-09-12,יואב חשמל ופנסים (בדיקה),VH-65,38-304-68,Kia Niro,28104,lights,474.28,80.63,554.91,INV-34213882_VH-65.pdf
INV-05349678,2023-01-07,יואב חשמל ופנסים (בדיקה),VH-65,38-304-68,Kia Niro,29938,spark_plugs,850.79,144.63,995.42,INV-05349678_VH-65.pdf
INV-74124151,2023-05-03,מוסך המרכז (בדיקה),VH-66,13-775-34,Skoda Octavia,4244,routine,627.08,106.6,733.68,INV-74124151_VH-66.pdf
INV-81506185,2024-06-03,יואב חשמל ופנסים (בדיקה),VH-66,13-775-34,Skoda Octavia,5683,routine,841.11,142.99,984.1,INV-81506185_VH-66.pdf
INV-32963347,2023-02-06,מוסך המרכז (בדיקה),VH-66,13-775-34,Skoda Octavia,7683,routine,988.99,168.13,1157.12,INV-32963347_VH-66.pdf
INV-18306178,2023-05-15,עובד חלפים מקוריים (בדיקה),VH-66,13-775-34,Skoda Octavia,9695,routine,525.39,89.32,614.71,INV-18306178_VH-66.pdf
INV-93578243,2023-09-27,מוסך המרכז (בדיקה),VH-66,13-775-34,Skoda Octavia,11301,routine,966.21,164.26,1130.47,INV-93578243_VH-66.pdf
INV-74131467,2024-02-06,מוסך המרכז (בדיקה),VH-66,13-775-34,Skoda Octavia,12870,routine,709.28,120.58,829.86,INV-74131467_VH-66.pdf
INV-62779630,2023-11-23,מוסך צי צפון (בדיקה),VH-66,13-775-34,Skoda Octavia,14049,routine,1068.2,181.59,1249.79,INV-62779630_VH-66.pdf
INV-45667664,2023-03-04,מוסך צי צפון (בדיקה),VH-66,13-775-34,Skoda Octavia,16280,routine,1065.67,181.16,1246.83,INV-45667664_VH-66.pdf
INV-63928319,2024-10-13,עובד חלפים מקוריים (בדיקה),VH-66,13-775-34,Skoda Octavia,17771,routine,616.51,104.81,721.32,INV-63928319_VH-66.pdf
INV-55810835,2023-01-22,מוסך המרכז (בדיקה),VH-66,13-775-34,Skoda Octavia,18913,routine,910.97,154.86,1065.83,INV-55810835_VH-66.pdf
INV-55638300,2023-10-25,יואב חשמל ופנסים (בדיקה),VH-66,13-775-34,Skoda Octavia,21191,tires,3169.74,538.86,3708.6,INV-55638300_VH-66.pdf
INV-40330416,2023-02-13,עובד חלפים מקוריים (בדיקה),VH-66,13-775-34,Skoda Octavia,22440,lights,379.78,64.56,444.34,INV-40330416_VH-66.pdf
INV-86008921,2023-03-28,עובד חלפים מקוריים (בדיקה),VH-66,13-775-34,Skoda Octavia,23560,spark_plugs,835.57,142.05,977.62,INV-86008921_VH-66.pdf
INV-44731497,2024-03-11,עובד חלפים מקוריים (בדיקה),VH-67,45-459-92,Ford Transit,3607,routine,755.88,128.5,884.38,INV-44731497_VH-67.pdf
INV-88360765,2024-07-28,מוסך צי צפון (בדיקה),VH-67,45-459-92,Ford Transit,6068,routine,790.32,134.35,924.67,INV-88360765_VH-67.pdf
INV-75791452,2023-01-26,מוסך העיר (בדיקה),VH-67,45-459-92,Ford Transit,9168,routine,681.48,115.85,797.33,INV-75791452_VH-67.pdf
INV-12697893,2023-08-01,יואב חשמל ופנסים (בדיקה),VH-67,45-459-92,Ford Transit,11873,routine,666.2,113.25,779.45,INV-12697893_VH-67.pdf
INV-99604387,2023-12-12,מוסך המרכז (בדיקה),VH-67,45-459-92,Ford Transit,13342,routine,643.51,109.4,752.91,INV-99604387_VH-67.pdf
INV-81161620,2024-04-17,עובד חלפים מקוריים (בדיקה),VH-67,45-459-92,Ford Transit,15802,routine,714.88,121.53,836.41,INV-81161620_VH-67.pdf
INV-72872866,2023-04-27,מוסך צי צפון (בדיקה),VH-67,45-459-92,Ford Transit,19156,routine,641.16,109.0,750.16,INV-72872866_VH-67.pdf
INV-95922483,2024-11-23,מוסך המרכז (בדיקה),VH-67,45-459-92,Ford Transit,21704,routine,778.64,132.37,911.01,INV-95922483_VH-67.pdf
INV-52287056,2023-09-15,מוסך העיר (בדיקה),VH-67,45-459-92,Ford Transit,24119,routine,891.2,151.5,1042.7,INV-52287056_VH-67.pdf
INV-87510979,2023-07-24,יואב חשמל ופנסים (בדיקה),VH-67,45-459-92,Ford Transit,27048,tires,2026.57,344.52,2371.09,INV-87510979_VH-67.pdf
INV-69459648,2023-07-17,יוסי צמיגים ופרונט (בדיקה),VH-67,45-459-92,Ford Transit,29045,lights,489.4,83.2,572.6,INV-69459648_VH-67.pdf
INV-49128965,2023-08-10,עובד חלפים מקוריים (בדיקה),VH-67,45-459-92,Ford Transit,31054,spark_plugs,952.77,161.97,1114.74,INV-49128965_VH-67.pdf
INV-03319222,2024-11-15,מוסך העיר (בדיקה),VH-68,13-218-43,Hyundai i10,4311,routine,579.57,98.53,678.1,INV-03319222_VH-68.pdf
INV-67548138,2023-05-21,יוסי צמיגים ופרונט (בדיקה),VH-68,13-218-43,Hyundai i10,7056,routine,1007.75,171.32,1179.07,INV-67548138_VH-68.pdf
INV-19324268,2023-11-16,עובד חלפים מקוריים (בדיקה),VH-68,13-218-43,Hyundai i10,8861,routine,791.84,134.61,926.45,INV-19324268_VH-68.pdf
INV-20575639,2024-07-25,יוסי צמיגים ופרונט (בדיקה),VH-68,13-218-43,Hyundai i10,11308,routine,951.46,161.75,1113.21,INV-20575639_VH-68.pdf
INV-03758309,2024-01-19,מוסך צי צפון (בדיקה),VH-68,13-218-43,Hyundai i10,14294,routine,531.69,90.39,622.08,INV-03758309_VH-68.pdf
INV-04760440,2024-05-29,עובד חלפים מקוריים (בדיקה),VH-68,13-218-43,Hyundai i10,16655,routine,779.29,132.48,911.77,INV-04760440_VH-68.pdf
INV-27810509,2024-09-14,מוסך צי צפון (בדיקה),VH-68,13-218-43,Hyundai i10,18724,routine,1061.24,180.41,1241.65,INV-27810509_VH-68.pdf
